Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
Eswatini,Mozambique,Mozambique,6 wickets,Benoni,"May 30, 2023",T20I # 2081
Botswana,Malawi,Botswana,100 runs,Benoni,"May 30, 2023",T20I # 2080
Botswana,Eswatini,Botswana,107 runs,Benoni,"May 29, 2023",T20I # 2079
Malawi,Mozambique,Malawi,9 wickets,Benoni,"May 28, 2023",T20I # 2078
Eswatini,Malawi,Malawi,53 runs,Benoni,"May 27, 2023",T20I # 2077
Finland,Sweden,tied,-,Glostrup,"May 21, 2023",T20I # 2076
Finland,Norway,Norway,7 wickets,Glostrup,"May 20, 2023",T20I # 2075
Finland,Sweden,Finland,7 runs,Brondby,"May 20, 2023",T20I # 2074
Denmark,Finland,Denmark,8 wickets,Brondby,"May 19, 2023",T20I # 2072
Norway,Sweden,Sweden,53 runs,Glostrup,"May 19, 2023",T20I # 2073
Denmark,Sweden,Sweden,10 wickets,Brondby,"May 19, 2023",T20I # 2070
Finland,Norway,Norway,30 runs,Glostrup,"May 19, 2023",T20I # 2071
Denmark,Finland,Denmark,72 runs,Brondby,"May 18, 2023",T20I # 2068
Norway,Sweden,Norway,75 runs,Glostrup,"May 18, 2023",T20I # 2069
Denmark,Norway,Denmark,9 wickets,Brondby,"May 18, 2023",T20I # 2067
Cambodia,Malaysia,Cambodia,12 runs,Phnom Penh,"May 11, 2023",T20I # 2066
Indonesia,Singapore,Singapore,15 runs,Phnom Penh,"May 11, 2023",T20I # 2065
Cambodia,Philippines,Cambodia,8 runs,Phnom Penh,"May 10, 2023",T20I # 2064
Gibraltar,Malta,Malta,1 run,Gibraltar,"May 7, 2023",T20I # 2063
Gibraltar,Portugal,Portugal,1 wicket,Gibraltar,"May 7, 2023",T20I # 2062
Malta,Portugal,Portugal,7 wickets,Gibraltar,"May 6, 2023",T20I # 2061
Gibraltar,Portugal,Portugal,9 wickets,Gibraltar,"May 6, 2023",T20I # 2060
Gibraltar,Malta,Gibraltar,80 runs,Gibraltar,"May 6, 2023",T20I # 2059
Gibraltar,Malta,Gibraltar,43 runs,Gibraltar,"May 5, 2023",T20I # 2058
Malta,Portugal,Portugal,17 runs,Gibraltar,"May 5, 2023",T20I # 2057
Gibraltar,Portugal,Portugal,7 wickets,Gibraltar,"May 4, 2023",T20I # 2056
Malta,Portugal,Portugal,84 runs,Gibraltar,"May 4, 2023",T20I # 2055
Cambodia,Singapore,Cambodia,15 runs,Phnom Penh,"May 4, 2023",T20I # 2054
Malaysia,Thailand,Malaysia,8 wickets,Phnom Penh,"May 4, 2023",T20I # 2053
Philippines,Singapore,Singapore,87 runs,Phnom Penh,"May 3, 2023",T20I # 2052
Indonesia,Malaysia,Malaysia,94 runs,Phnom Penh,"May 2, 2023",T20I # 2051
Indonesia,Thailand,Indonesia,32 runs,Phnom Penh,"May 1, 2023",T20I # 2050
Pakistan,New Zealand,New Zealand,6 wickets,Rawalpindi,"Apr 24, 2023",T20I # 2049
Pakistan,New Zealand,no result,-,Rawalpindi,"Apr 20, 2023",T20I # 2048
Pakistan,New Zealand,New Zealand,4 runs,Lahore,"Apr 17, 2023",T20I # 2047
Pakistan,New Zealand,Pakistan,38 runs,Lahore,"Apr 15, 2023",T20I # 2046
Pakistan,New Zealand,Pakistan,88 runs,Lahore,"Apr 14, 2023",T20I # 2045
Portugal,Gibraltar,Portugal,5 wickets,Albergaria,"Apr 11, 2023",T20I # 2044
Portugal,Gibraltar,Portugal,5 wickets,Albergaria,"Apr 11, 2023",T20I # 2043
Portugal,Gibraltar,Portugal,124 runs,Albergaria,"Apr 10, 2023",T20I # 2042
New Zealand,Sri Lanka,New Zealand,4 wickets,Queenstown,"Apr 8, 2023",T20I # 2041
New Zealand,Sri Lanka,New Zealand,9 wickets,Dunedin,"Apr 5, 2023",T20I # 2040
New Zealand,Sri Lanka,tied,-,Auckland,"Apr 2, 2023",T20I # 2039
Bangladesh,Ireland,Ireland,7 wickets,Chattogram,"Mar 31, 2023",T20I # 2038
Bangladesh,Ireland,Bangladesh,77 runs,Chattogram,"Mar 29, 2023",T20I # 2037
South Africa,West Indies,West Indies,7 runs,Johannesburg,"Mar 28, 2023",T20I # 2036
Afghanistan,Pakistan,Pakistan,66 runs,Sharjah,"Mar 27, 2023",T20I # 2035
Bangladesh,Ireland,Bangladesh,22 runs,Chattogram,"Mar 27, 2023",T20I # 2034
Afghanistan,Pakistan,Afghanistan,7 wickets,Sharjah,"Mar 26, 2023",T20I # 2033
South Africa,West Indies,South Africa,6 wickets,Centurion,"Mar 26, 2023",T20I # 2032
South Africa,West Indies,West Indies,3 wickets,Centurion,"Mar 25, 2023",T20I # 2031
Afghanistan,Pakistan,Afghanistan,6 wickets,Sharjah,"Mar 24, 2023",T20I # 2030
Fiji,Samoa,Fiji,22 runs,Suva,"Mar 18, 2023",T20I # 2029
Fiji,Vanuatu,Vanuatu,26 runs,Suva,"Mar 17, 2023",T20I # 2028
Fiji,Vanuatu,Vanuatu,102 runs,Suva,"Mar 16, 2023",T20I # 2027
Bangladesh,England,Bangladesh,16 runs,Mirpur,"Mar 14, 2023",T20I # 2026
Fiji,Samoa,Fiji,66 runs,Suva,"Mar 14, 2023",T20I # 2025
Samoa,Vanuatu,Vanuatu,17 runs,Suva,"Mar 13, 2023",T20I # 2024
Bangladesh,England,Bangladesh,4 wickets,Mirpur,"Mar 12, 2023",T20I # 2023
Hong Kong,Malaysia,Hong Kong,39 runs,Mong Kok,"Mar 12, 2023",T20I # 2022
Bahrain,Kuwait,Kuwait,6 wickets,Mong Kok,"Mar 12, 2023",T20I # 2021
Hong Kong,Malaysia,Hong Kong,4 wickets,Mong Kok,"Mar 11, 2023",T20I # 2020
Bahrain,Kuwait,Bahrain,4 wickets,Mong Kok,"Mar 11, 2023",T20I # 2019
Bangladesh,England,Bangladesh,6 wickets,Chattogram,"Mar 9, 2023",T20I # 2018
Hong Kong,Kuwait,Hong Kong,11 runs,Mong Kok,"Mar 9, 2023",T20I # 2017
Bahrain,Malaysia,Malaysia,53 runs,Mong Kok,"Mar 9, 2023",T20I # 2016
Hong Kong,Bahrain,Hong Kong,15 runs,Mong Kok,"Mar 8, 2023",T20I # 2015
Kuwait,Malaysia,Malaysia,3 wickets,Mong Kok,"Mar 8, 2023",T20I # 2014
Argentina,Cayman,Cayman,3 wickets,Buenos Aires,"Mar 4, 2023",T20I # 2013
Bahamas,Bermuda,Bermuda,9 wickets,Buenos Aires,"Mar 4, 2023",T20I # 2012
Argentina,Bahamas,Argentina,43 runs,Buenos Aires,"Mar 2, 2023",T20I # 2011
Cayman,Panama,Cayman,12 runs,Buenos Aires,"Mar 2, 2023",T20I # 2010
Bermuda,Panama,Bermuda,60 runs,Buenos Aires,"Feb 28, 2023",T20I # 2009
Bahamas,Cayman,Cayman,31 runs,Buenos Aires,"Feb 28, 2023",T20I # 2008
Argentina,Bermuda,Bermuda,110 runs,Buenos Aires,"Feb 26, 2023",T20I # 2007
Bahamas,Panama,Bahamas,4 wickets,Buenos Aires,"Feb 26, 2023",T20I # 2006
Spain,Isle of Man,Spain,10 wickets,Cartagena,"Feb 26, 2023",T20I # 2005
Spain,Isle of Man,Spain,7 wickets,Cartagena,"Feb 26, 2023",T20I # 2004
Bermuda,Cayman,Bermuda,96 runs,Buenos Aires,"Feb 25, 2023",T20I # 2003
Argentina,Panama,Panama,53 runs,Buenos Aires,"Feb 25, 2023",T20I # 2002
Spain,Isle of Man,Spain,6 wickets,Cartagena,"Feb 25, 2023",T20I # 2001
Spain,Isle of Man,Spain,8 wickets,Cartagena,"Feb 25, 2023",T20I # 2000
Spain,Isle of Man,no result,-,Cartagena,"Feb 24, 2023",T20I # 1999
Spain,Isle of Man,Spain,81 runs,Cartagena,"Feb 24, 2023",T20I # 1998
Argentina,Bermuda,Bermuda,107 runs,Buenos Aires,"Feb 22, 2023",T20I # 1997
Argentina,Bermuda,Bermuda,6 wickets,Buenos Aires,"Feb 21, 2023",T20I # 1996
U.A.E.,Afghanistan,Afghanistan,6 wickets,Abu Dhabi,"Feb 19, 2023",T20I # 1995
U.A.E.,Afghanistan,U.A.E.,9 wickets,Abu Dhabi,"Feb 18, 2023",T20I # 1994
U.A.E.,Afghanistan,Afghanistan,5 wickets,Abu Dhabi,"Feb 16, 2023",T20I # 1993
India,New Zealand,India,168 runs,Ahmedabad,"Feb 1, 2023",T20I # 1992
India,New Zealand,India,6 wickets,Lucknow,"Jan 29, 2023",T20I # 1991
India,New Zealand,New Zealand,21 runs,Ranchi,"Jan 27, 2023",T20I # 1990
Zimbabwe,Ireland,Zimbabwe,4 wickets,Harare,"Jan 15, 2023",T20I # 1989
Zimbabwe,Ireland,Ireland,6 wickets,Harare,"Jan 14, 2023",T20I # 1988
Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,"Jan 12, 2023",T20I # 1987
India,Sri Lanka,India,91 runs,Rajkot,"Jan 7, 2023",T20I # 1986
India,Sri Lanka,Sri Lanka,16 runs,Pune,"Jan 5, 2023",T20I # 1985
India,Sri Lanka,India,2 runs,Wankhede,"Jan 3, 2023",T20I # 1984
Tanzania,Uganda,no result,-,Rwanda,"Dec 23, 2022",T20I # 1983
Rwanda,Uganda,Uganda,3 runs,Rwanda,"Dec 23, 2022",T20I # 1982
Malaysia,Bahrain,Bahrain,6 wickets,Bangi,"Dec 23, 2022",T20I # 1981
Qatar,Singapore,Qatar,9 wickets,Bangi,"Dec 23, 2022",T20I # 1980
Tanzania,Uganda,Uganda,7 runs,Rwanda,"Dec 22, 2022",T20I # 1979
Rwanda,Tanzania,Tanzania,28 runs,Rwanda,"Dec 22, 2022",T20I # 1978
Bahrain,Qatar,no result,-,Bangi,"Dec 22, 2022",T20I # 1977
Malaysia,Singapore,Malaysia,143 runs,Bangi,"Dec 22, 2022",T20I # 1976
Malaysia,Qatar,no result,-,Bangi,"Dec 21, 2022",T20I # 1975
Bahrain,Singapore,Bahrain,6 wickets,Bangi,"Dec 21, 2022",T20I # 1974
Rwanda,Uganda,Uganda,7 wickets,Rwanda,"Dec 20, 2022",T20I # 1973
Rwanda,Tanzania,Tanzania,31 runs,Rwanda,"Dec 20, 2022",T20I # 1972
Rwanda,Uganda,Uganda,9 wickets,Rwanda,"Dec 19, 2022",T20I # 1971
Tanzania,Uganda,Tanzania,5 wickets,Rwanda,"Dec 19, 2022",T20I # 1970
Malaysia,Bahrain,Malaysia,7 wickets,Bangi,"Dec 19, 2022",T20I # 1969
Qatar,Singapore,Qatar,8 wickets,Bangi,"Dec 19, 2022",T20I # 1968
Rwanda,Tanzania,Tanzania,6 wickets,Rwanda,"Dec 18, 2022",T20I # 1967
Tanzania,Uganda,Uganda,2 runs,Rwanda,"Dec 18, 2022",T20I # 1966
Malaysia,Singapore,Malaysia,120 runs,Bangi,"Dec 18, 2022",T20I # 1965
Bahrain,Qatar,Bahrain,13 runs,Bangi,"Dec 18, 2022",T20I # 1964
Rwanda,Tanzania,Rwanda,1 run,Rwanda,"Dec 16, 2022",T20I # 1963
Rwanda,Uganda,Uganda,97 runs,Rwanda,"Dec 16, 2022",T20I # 1962
Bahrain,Singapore,tied,-,Bangi,"Dec 16, 2022",T20I # 1961
Malaysia,Qatar,Malaysia,8 wickets,Bangi,"Dec 16, 2022",T20I # 1960
Tanzania,Uganda,Uganda,13 runs,Rwanda,"Dec 15, 2022",T20I # 1959
Rwanda,Uganda,Uganda,133 runs,Rwanda,"Dec 15, 2022",T20I # 1958
Qatar,Singapore,Qatar,5 wickets,Bangi,"Dec 15, 2022",T20I # 1957
Malaysia,Bahrain,Malaysia,11 runs,Bangi,"Dec 15, 2022",T20I # 1956
Tanzania,Uganda,no result,-,Rwanda,"Dec 14, 2022",T20I # 1955
Rwanda,Uganda,Uganda,85 runs,Rwanda,"Dec 14, 2022",T20I # 1954
Rwanda,Tanzania,Tanzania,5 wickets,Rwanda,"Dec 13, 2022",T20I # 1953
Rwanda,Tanzania,Tanzania,66 runs,Rwanda,"Dec 13, 2022",T20I # 1952
Cameroon,Tanzania,Tanzania,184 runs,Kigali,"Dec 9, 2022",T20I # 1950
Ghana,Nigeria,Nigeria,6 wickets,Rwanda,"Dec 9, 2022",T20I # 1951
Cameroon,Gambia,Gambia,11 runs,Kigali,"Dec 9, 2022",T20I # 1948
Mozambique,Sierra Leone,Mozambique,5 wickets,Rwanda,"Dec 9, 2022",T20I # 1949
Gambia,Mozambique,Mozambique,40 runs,Kigali,"Dec 8, 2022",T20I # 1946
Nigeria,Tanzania,no result,-,Rwanda,"Dec 8, 2022",T20I # 1947
Cameroon,Eswatini,no result,-,Kigali,"Dec 8, 2022",T20I # 1944
Gambia,Ghana,Ghana,138 runs,Rwanda,"Dec 8, 2022",T20I # 1945
Cameroon,Ghana,Ghana,107 runs,Kigali,"Dec 6, 2022",T20I # 1942
Gambia,Tanzania,Tanzania,10 wickets,Rwanda,"Dec 6, 2022",T20I # 1943
Gambia,Sierra Leone,Sierra Leone,8 wickets,Kigali,"Dec 6, 2022",T20I # 1940
Eswatini,Tanzania,Tanzania,66 runs,Rwanda,"Dec 6, 2022",T20I # 1941
Cameroon,Nigeria,Nigeria,17 runs,Rwanda,"Dec 5, 2022",T20I # 1938
Ghana,Sierra Leone,Sierra Leone,18 runs,Kigali,"Dec 5, 2022",T20I # 1939
Eswatini,Sierra Leone,Sierra Leone,4 runs,Kigali,"Dec 5, 2022",T20I # 1936
Mozambique,Tanzania,Tanzania,6 wickets,Rwanda,"Dec 5, 2022",T20I # 1937
Gambia,Nigeria,Nigeria,9 wickets,Kigali,"Dec 4, 2022",T20I # 1934
Ghana,Tanzania,Tanzania,4 wickets,Rwanda,"Dec 4, 2022",T20I # 1935
Cameroon,Mozambique,Mozambique,9 wickets,Rwanda,"Dec 4, 2022",T20I # 1932
Eswatini,Nigeria,Nigeria,118 runs,Kigali,"Dec 4, 2022",T20I # 1933
Cameroon,Sierra Leone,Sierra Leone,1 wicket,Rwanda,"Dec 2, 2022",T20I # 1930
Eswatini,Mozambique,Mozambique,9 wickets,Kigali,"Dec 2, 2022",T20I # 1931
Ghana,Mozambique,Mozambique,7 wickets,Kigali,"Dec 2, 2022",T20I # 1928
Nigeria,Sierra Leone,Nigeria,6 wickets,Rwanda,"Dec 2, 2022",T20I # 1929
Eswatini,Gambia,Eswatini,5 wickets,Kigali,"Dec 1, 2022",T20I # 1926
Mozambique,Nigeria,Nigeria,8 wickets,Rwanda,"Dec 1, 2022",T20I # 1927
Eswatini,Ghana,Ghana,25 runs,Kigali,"Dec 1, 2022",T20I # 1924
Sierra Leone,Tanzania,Tanzania,9 wickets,Rwanda,"Dec 1, 2022",T20I # 1925
Kenya,Seychelles,Kenya,7 wickets,Rwanda,"Nov 25, 2022",T20I # 1922
Rwanda,Lesotho,no result,-,Kigali,"Nov 25, 2022",T20I # 1923
Botswana,St Helena,Botswana,60 runs,Rwanda,"Nov 25, 2022",T20I # 1920
Lesotho,Malawi,Malawi,118 runs,Kigali,"Nov 25, 2022",T20I # 1921
Botswana,Kenya,Kenya,8 wickets,Rwanda,"Nov 24, 2022",T20I # 1918
Rwanda,Mali,Rwanda,10 wickets,Kigali,"Nov 24, 2022",T20I # 1919
Malawi,St Helena,Malawi,10 wickets,Rwanda,"Nov 24, 2022",T20I # 1916
Rwanda,Seychelles,Rwanda,75 runs,Kigali,"Nov 24, 2022",T20I # 1917
Malawi,Seychelles,no result,-,Rwanda,"Nov 22, 2022",T20I # 1914
Mali,St Helena,no result,-,Kigali,"Nov 22, 2022",T20I # 1915
Botswana,Mali,Botswana,5 wickets,Rwanda,"Nov 22, 2022",T20I # 1912
Lesotho,St Helena,St Helena,45 runs,Kigali,"Nov 22, 2022",T20I # 1913
New Zealand,India,tied,-,Napier,"Nov 22, 2022",T20I # 1911
Oman,Canada,Canada,8 wickets,Al Amerat,"Nov 21, 2022",T20I # 1910
Bahrain,Saudi Arabia,Saudi Arabia,32 runs,Al Amerat,"Nov 21, 2022",T20I # 1909
Rwanda,Malawi,Rwanda,41 runs,Rwanda,"Nov 21, 2022",T20I # 1907
Seychelles,St Helena,St Helena,2 runs,Kigali,"Nov 21, 2022",T20I # 1908
Kenya,Lesotho,Kenya,167 runs,Kigali,"Nov 21, 2022",T20I # 1905
Malawi,Mali,Malawi,74 runs,Rwanda,"Nov 21, 2022",T20I # 1906
Bahrain,Saudi Arabia,Saudi Arabia,9 wickets,Al Amerat,"Nov 20, 2022",T20I # 1904
Oman,Canada,Canada,3 wickets,Al Amerat,"Nov 20, 2022",T20I # 1903
Lesotho,Seychelles,Lesotho,7 wickets,Kigali,"Nov 20, 2022",T20I # 1901
Rwanda,Kenya,Kenya,9 wickets,Rwanda,"Nov 20, 2022",T20I # 1902
Botswana,Malawi,Malawi,4 wickets,Rwanda,"Nov 20, 2022",T20I # 1899
Kenya,Mali,Kenya,10 wickets,Kigali,"Nov 20, 2022",T20I # 1900
New Zealand,India,India,65 runs,Mount Maunganui,"Nov 20, 2022",T20I # 1898
Oman,Bahrain,Oman,106 runs,Al Amerat,"Nov 19, 2022",T20I # 1897
Canada,Saudi Arabia,Canada,45 runs,Al Amerat,"Nov 19, 2022",T20I # 1896
Kenya,Malawi,no result,-,Rwanda,"Nov 18, 2022",T20I # 1894
Mali,Seychelles,no result,-,Kigali,"Nov 18, 2022",T20I # 1895
Botswana,Lesotho,Botswana,10 wickets,Kigali,"Nov 18, 2022",T20I # 1892
Rwanda,St Helena,Rwanda,54 runs,Rwanda,"Nov 18, 2022",T20I # 1893
Bahrain,Canada,Bahrain,8 wickets,Al Amerat,"Nov 17, 2022",T20I # 1891
Oman,Saudi Arabia,Oman,7 wickets,Al Amerat,"Nov 17, 2022",T20I # 1890
Botswana,Seychelles,no result,-,Kigali,"Nov 17, 2022",T20I # 1888
Kenya,St Helena,no result,-,Rwanda,"Nov 17, 2022",T20I # 1889
Lesotho,Mali,Lesotho,31 runs,Kigali,"Nov 17, 2022",T20I # 1886
Rwanda,Botswana,Rwanda,5 wickets,Rwanda,"Nov 17, 2022",T20I # 1887
Oman,Canada,Canada,1 run,Al Amerat,"Nov 16, 2022",T20I # 1885
Bahrain,Saudi Arabia,Bahrain,53 runs,Al Amerat,"Nov 16, 2022",T20I # 1884
Oman,Bahrain,Bahrain,6 wickets,Al Amerat,"Nov 15, 2022",T20I # 1883
Canada,Saudi Arabia,Canada,66 runs,Al Amerat,"Nov 15, 2022",T20I # 1882
Bahrain,Canada,Canada,4 wickets,Al Amerat,"Nov 14, 2022",T20I # 1881
Oman,Saudi Arabia,Oman,9 wickets,Al Amerat,"Nov 14, 2022",T20I # 1880
England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",T20I # 1879
England,India,England,10 wickets,Adelaide,"Nov 10, 2022",T20I # 1878
New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",T20I # 1877
Spain,Italy,Italy,33 runs,Almeria,"Nov 6, 2022",T20I # 1876
Tanzania,Rwanda,Tanzania,10 wickets,Dar-es-Salaam,"Nov 6, 2022",T20I # 1875
Spain,Germany,Spain,5 runs,Almeria,"Nov 6, 2022",T20I # 1874
India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",T20I # 1873
Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",T20I # 1872
Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",T20I # 1871
Spain,Germany,Germany,36 runs,Almeria,"Nov 5, 2022",T20I # 1870
Tanzania,Rwanda,Tanzania,3 wickets,Dar-es-Salaam,"Nov 5, 2022",T20I # 1869
Spain,Italy,Spain,4 wickets,Almeria,"Nov 5, 2022",T20I # 1868
England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",T20I # 1867
Germany,Italy,Germany,8 wickets,Almeria,"Nov 4, 2022",T20I # 1866
Germany,Italy,Germany,10 wickets,Almeria,"Nov 4, 2022",T20I # 1865
Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",T20I # 1864
Tanzania,Rwanda,Tanzania,77 runs,Dar-es-Salaam,"Nov 4, 2022",T20I # 1863
Ireland,New Zealand,New Zealand,35 runs,Adelaide,"Nov 4, 2022",T20I # 1862
Pakistan,South Africa,Pakistan,33 runs,Sydney,"Nov 3, 2022",T20I # 1861
Bangladesh,India,India,5 runs,Adelaide,"Nov 2, 2022",T20I # 1860
Netherlands,Zimbabwe,Netherlands,5 wickets,Adelaide,"Nov 2, 2022",T20I # 1859
England,New Zealand,England,20 runs,Brisbane,"Nov 1, 2022",T20I # 1858
Tanzania,Rwanda,Tanzania,21 runs,Dar-es-Salaam,"Nov 1, 2022",T20I # 1857
Afghanistan,Sri Lanka,Sri Lanka,6 wickets,Brisbane,"Nov 1, 2022",T20I # 1856
Australia,Ireland,Australia,42 runs,Brisbane,"Oct 31, 2022",T20I # 1855
Tanzania,Rwanda,Tanzania,54 runs,Dar-es-Salaam,"Oct 31, 2022",T20I # 1854
India,South Africa,South Africa,5 wickets,Perth,"Oct 30, 2022",T20I # 1853
Netherlands,Pakistan,Pakistan,6 wickets,Perth,"Oct 30, 2022",T20I # 1852
Bangladesh,Zimbabwe,Bangladesh,3 runs,Brisbane,"Oct 30, 2022",T20I # 1851
New Zealand,Sri Lanka,New Zealand,65 runs,Sydney,"Oct 29, 2022",T20I # 1850
Pakistan,Zimbabwe,Zimbabwe,1 run,Perth,"Oct 27, 2022",T20I # 1849
India,Netherlands,India,56 runs,Sydney,"Oct 27, 2022",T20I # 1848
Bangladesh,South Africa,South Africa,104 runs,Sydney,"Oct 27, 2022",T20I # 1847
England,Ireland,Ireland,5 runs,Melbourne,"Oct 26, 2022",T20I # 1846
Australia,Sri Lanka,Australia,7 wickets,Perth,"Oct 25, 2022",T20I # 1845
South Africa,Zimbabwe,no result,-,Hobart,"Oct 24, 2022",T20I # 1844
Bangladesh,Netherlands,Bangladesh,9 runs,Hobart,"Oct 24, 2022",T20I # 1843
India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",T20I # 1842
Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",T20I # 1841
Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",T20I # 1840
Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",T20I # 1839
Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",T20I # 1838
Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",T20I # 1837
Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",T20I # 1836
Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",T20I # 1835
West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",T20I # 1834
Ireland,Scotland,Ireland,6 wickets,Hobart,"Oct 19, 2022",T20I # 1833
Sri Lanka,U.A.E.,Sri Lanka,79 runs,Geelong,"Oct 18, 2022",T20I # 1832
Indonesia,South Korea,Indonesia,3 wickets,Sano,"Oct 18, 2022",T20I # 1831
Namibia,Netherlands,Netherlands,5 wickets,Geelong,"Oct 18, 2022",T20I # 1830
Japan,Indonesia,Indonesia,6 wickets,Sano,"Oct 18, 2022",T20I # 1829
Ireland,Zimbabwe,Zimbabwe,31 runs,Hobart,"Oct 17, 2022",T20I # 1828
Japan,South Korea,Japan,8 wickets,Sano,"Oct 17, 2022",T20I # 1827
Scotland,West Indies,Scotland,42 runs,Hobart,"Oct 17, 2022",T20I # 1826
Netherlands,U.A.E.,Netherlands,3 wickets,Geelong,"Oct 16, 2022",T20I # 1825
Japan,Indonesia,Japan,4 wickets,Sano,"Oct 16, 2022",T20I # 1824
Namibia,Sri Lanka,Namibia,55 runs,Geelong,"Oct 16, 2022",T20I # 1823
Japan,South Korea,Japan,48 runs,Sano,"Oct 15, 2022",T20I # 1822
Indonesia,South Korea,Indonesia,64 runs,Sano,"Oct 15, 2022",T20I # 1821
Australia,England,no result,-,Canberra,"Oct 14, 2022",T20I # 1820
New Zealand,Pakistan,Pakistan,5 wickets,Christchurch,"Oct 14, 2022",T20I # 1819
Bangladesh,Pakistan,Pakistan,7 wickets,Christchurch,"Oct 13, 2022",T20I # 1818
Australia,England,England,8 runs,Canberra,"Oct 12, 2022",T20I # 1817
New Zealand,Bangladesh,New Zealand,48 runs,Christchurch,"Oct 12, 2022",T20I # 1816
New Zealand,Pakistan,New Zealand,9 wickets,Christchurch,"Oct 11, 2022",T20I # 1815
Japan,Indonesia,Indonesia,3 wickets,Sano,"Oct 11, 2022",T20I # 1814
Japan,Indonesia,Japan,75 runs,Sano,"Oct 10, 2022",T20I # 1813
Australia,England,England,8 runs,Perth,"Oct 9, 2022",T20I # 1812
New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,"Oct 9, 2022",T20I # 1811
Japan,Indonesia,Japan,65 runs,Sano,"Oct 9, 2022",T20I # 1810
New Zealand,Pakistan,Pakistan,6 wickets,Christchurch,"Oct 8, 2022",T20I # 1809
Australia,West Indies,Australia,31 runs,Brisbane,"Oct 7, 2022",T20I # 1808
Bangladesh,Pakistan,Pakistan,21 runs,Christchurch,"Oct 7, 2022",T20I # 1807
Australia,West Indies,Australia,3 wickets,Carrara,"Oct 5, 2022",T20I # 1806
India,South Africa,South Africa,49 runs,Indore,"Oct 4, 2022",T20I # 1805
Pakistan,England,England,67 runs,Lahore,"Oct 2, 2022",T20I # 1804
India,South Africa,India,16 runs,Guwahati,"Oct 2, 2022",T20I # 1803
Pakistan,England,England,8 wickets,Lahore,"Sep 30, 2022",T20I # 1802
Pakistan,England,Pakistan,6 runs,Lahore,"Sep 28, 2022",T20I # 1801
India,South Africa,India,8 wickets,Thiruvananthapuram,"Sep 28, 2022",T20I # 1800
U.A.E.,Bangladesh,Bangladesh,32 runs,Dubai (DICS),"Sep 27, 2022",T20I # 1799
Pakistan,England,Pakistan,3 runs,Karachi,"Sep 25, 2022",T20I # 1798
U.A.E.,Bangladesh,Bangladesh,7 runs,Dubai (DICS),"Sep 25, 2022",T20I # 1797
India,Australia,India,6 wickets,Hyderabad,"Sep 25, 2022",T20I # 1796
Pakistan,England,England,63 runs,Karachi,"Sep 23, 2022",T20I # 1795
India,Australia,India,6 wickets,Nagpur,"Sep 23, 2022",T20I # 1794
Pakistan,England,Pakistan,10 wickets,Karachi,"Sep 22, 2022",T20I # 1793
Tanzania,Uganda,Uganda,8 wickets,Benoni,"Sep 22, 2022",T20I # 1792
Botswana,Tanzania,Tanzania,4 wickets,Benoni,"Sep 21, 2022",T20I # 1791
Kenya,Uganda,Uganda,3 wickets,Benoni,"Sep 21, 2022",T20I # 1790
Pakistan,England,England,6 wickets,Karachi,"Sep 20, 2022",T20I # 1789
India,Australia,Australia,4 wickets,Mohali,"Sep 20, 2022",T20I # 1788
Ghana,Uganda,Uganda,8 wickets,Benoni,"Sep 20, 2022",T20I # 1787
Malawi,Tanzania,Tanzania,44 runs,Benoni,"Sep 20, 2022",T20I # 1786
Botswana,Mozambique,Botswana,92 runs,Benoni,"Sep 19, 2022",T20I # 1785
Cameroon,Kenya,Kenya,9 wickets,Benoni,"Sep 19, 2022",T20I # 1784
Mozambique,Uganda,Uganda,38 runs,Benoni,"Sep 18, 2022",T20I # 1783
Botswana,Ghana,Botswana,11 runs,Benoni,"Sep 18, 2022",T20I # 1782
Kenya,Tanzania,Tanzania,4 wickets,Benoni,"Sep 17, 2022",T20I # 1781
Cameroon,Tanzania,Tanzania,10 wickets,Benoni,"Sep 17, 2022",T20I # 1780
Kenya,Malawi,Kenya,52 runs,Benoni,"Sep 16, 2022",T20I # 1779
Ghana,Mozambique,Ghana,28 runs,Benoni,"Sep 16, 2022",T20I # 1778
